job_id,job_title,job_text_snippet,job_text_raw,required_skills,selected_count,mean_selected_score,budget_used,budget_slack,budget_utilisation,selected_coverage,topk_score_coverage,coverage_gain_vs_topk,selected_resume_ids,topk_score_resume_ids,excluded_topk_resume_ids,selected_beyond_topk_resume_ids,selected_covered_skills,topk_score_covered_skills,selected_missing_required_skills,topk_missing_required_skills,high_score_not_selected,time_budget_tight,skill_tradeoff,selected_equals_topk,case_explanation
48,Machine Learning,"Data Scientist - Decision Systems/Machine Learning/Deep Learning-20000WYR Applicants are required to read, write, and speak the following languages: English Preferred Qualifications Oracle Cloud Infrastructure (OCI) is a strategic growth area for Oracle. It is a comprehensive cloud service offering in the enterprise software industry, spanning Infrastructure as a Service (IaaS), Platform as a Service (PaaS) and Software as a Service (SaaS). OCI is currently building a future-ready Gen2 cloud Dat...","Data Scientist - Decision Systems/Machine Learning/Deep Learning-20000WYR

Applicants are required to read, write, and speak the following languages: English

Preferred Qualifications

Oracle Cloud Infrastructure (OCI) is a strategic growth area for Oracle. It is a comprehensive cloud service offering in the enterprise software industry, spanning Infrastructure as a Service (IaaS), Platform as a Service (PaaS) and Software as a Service (SaaS). OCI is currently building a future-ready Gen2 cloud Data Science service platform. At the core of this platform, lies Cloud AI Cloud Service.

What OCI AI Cloud Services are: A set of services on public cloud, that are powered by ML and AI to meet the Enterprise modernization needs, and that work out of the box. These services and models can be easily specialized for specific customer/domain by leveraging existing OCI services.

Key Points: Enables customers to add AI capabilities to their Apps and Workflows easily via APIs or Containers, Useable without needing to build AI expertise in-house and Covers key gaps – Decision Support, NLP, Computer Vision, for Public Clouds and Enterprise in NLU, NLP, Vision and Conversational AI.

You’re Opportunity: As we blaze the trail to provide a single collaborative ML environment for data-science professionals, we will be extremely happy to have you join us and share the very future of our Machine Learning platform - by building an AI Cloud service.

We are addressing exciting challenges at the intersection of artificial intelligence and cutting-edge cloud infrastructure. We are building cloud services in Decision Support (Anomaly Detection, Time series forecasting, Fraud detection, Content moderation, Risk prevention, predictive analytics), computer vision, natural language processing (NLP) and, speech that works out of the box for enterprises. Our product vision includes the ability for enterprises to be able to customize the services for their business and train them to specialize in their data by creating micro models that enhance the global AI models.

What You’ll Do

Provide machine learning methodology leadership.
Work on Decision support areas such as Anomaly Detection, Fraud Detection, Recommendation Systems, Personalizer, Content Moderation and Forecasting Analytics.
Knowledge and work experience in Mathematical and Statistical models like State Estimation techniques, statistical risk analysis using Monte Carlo Simulation, stochastic optimization and time-series forecasting.
Build a core model of cognitive service using various open source and machine learning principles and techniques (Deep Learning, ImageNet models, CNN, RNN, Transformer, Seq2Seq).
Brainstorm and Design various POCs using ML/DL/NLP solutions for new or existing enterprise problems.
Work with fellow data scientists/SW engineers to build out other parts of the infrastructure, effectively communicating your needs and understanding theirs and address external and internal shareholder's product challenges.
Building core of Artificial Intelligence and AI Service as Decision Support, Vision, Speech, Text, NLP, NLU, and others.
Leverage Cloud technology – Oracle Cloud (OCI), AWS, GCP, Azure, Heroku or similar technology.
Build models with Python and machine learning libraries (Pytorch, Tensorflow), Big Data, Hadoop, HBase, Spark, etc
Capable of quickly becoming familiar with new approaches to Machine Learning.
You have been exploring or working on some of the latest advancements in the deep learning space like TensorFlow.

Qualifications

Master’s degree (preferred) in computer science, Statistics or Mathematics, artificial intelligence, machine learning, speech recognition, natural language processing, operations research, or related technical field.
1+ year for PhD, 4+ years for Masters or 6+ years of Experience designing and implementing machine learning models in production environments.
Expert in at least one high level language such as Scala/Java/F#/C#/C++ (Java and Scala preferred)
Expert in at least one scripting language such as Python, Javascript, Shell (Python and Javascript preferred)
Working knowledge of current techniques and approaches in machine learning and statistical or mathematical models like State Estimation techniques, statistical risk analysis using Monte Carlo Simulation, stochastic optimization and time-series forecasting for Anomaly detection, Fraud detection, Risk analysis etc.
Knowledge in algorithms like Sequential Probability ratio test, One class SVM, Fourier Transformation, Holts Winters, Seasonal Hybrid ESD, Seasonal decomposition/STL.
Experience using ML and DL languages using Python and Java, to manipulate data and draw insights.
Practical experience and deep knowledge in algorithms for Anomaly detection, NLP, NLU, sentiment analysis, Text to Speech, Vision, recommender systems, reinforcement learning, and another AI service.
Practical experience in feature engineering and evaluation, automation of such tasks, model interpretation &visualization.
Experience or willingness to learn and work in Agile and iterative development and DevOps processes.
Strong drive to learn and master new technologies and techniques.
Deep understanding of data structures, algorithms, and excellent problem-solving skills.
You enjoy a fast-paced work environment.

Additional Preferred Qualifications

Deep experience in Statistics, Mathematical models, Multivariate and Univariate Anomaly detection algorithms are all a huge plus
Experience with Cloud Native Frameworks tools and products is a plus
Have an Impressive portfolio on Kaggle Profile is a plus.
Hands-on experience with horizontally scalable data stores such as Hadoop and other NoSQL technologies

Our vision is to provide an immersive AI experience on Oracle Cloud. Aggressive as it might sound, our growth journey is fueled by highly energetic, technology savvy engineers like YOU who are looking to grow with us to meet the demands of building a powerful next-generation platform. Are you ready to do something big?

Detailed Description and Job Requirements

Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs.

Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience.

Job: Product Development
Location: IN-IN,India-Bengaluru
Job Type: Regular Employee Hire
Organization: Oracle","['computer vision', 'deep learning', 'natural language processing', 'pytorch', 'tensorflow']",5,0.6820961629248005,61.168499999999995,3.8315000000000055,0.941053846153846,1.0,0.8,0.2,"[252, 489, 67, 436, 19]","[252, 111, 148, 489, 246]","[111, 148, 246]","[67, 436, 19]","['computer vision', 'deep learning', 'natural language processing', 'pytorch', 'tensorflow']","['computer vision', 'deep learning', 'pytorch', 'tensorflow']",[],['natural language processing'],1,0,1,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
49,Machine Learning,"Company: Qualcomm India Private Limited Job Area: Engineering Group, Engineering Group > Machine Learning Engineering Job Overview: Qualcomm is a company of inventors that unlocked 5G ushering in an age of rapid acceleration in connectivity and new possibilities that will transform industries, create jobs, and enrich lives. But this is just the beginning. It takes inventive minds with diverse skills, backgrounds, and cultures to transform 5Gs potential into world-changing technologies and produc...","Company:
Qualcomm India Private Limited
Job Area:
Engineering Group, Engineering Group > Machine Learning Engineering
Job Overview:


Qualcomm is a company of inventors that unlocked 5G ushering in an age of rapid acceleration in connectivity and new possibilities that will transform industries, create jobs, and enrich lives. But this is just the beginning. It takes inventive minds with diverse skills, backgrounds, and cultures to transform 5Gs potential into world-changing technologies and products. This is the Invention Age - and this is where you come in.

Join a dynamic team at Qualcomm focused on advancing state-of-the-art in Machine Learning applications. The team invents Machine Learning techniques that will change the way chips are designed, by reducing long-loop iterations and enabling deeper exploration of the chip design solution space. The candidate will be expected to work on identifying new opportunities to apply Machine Learning in chip design, exploring advanced ML solution techniques, developing/testing/tuning ML algorithms, and writing/deploying/supporting production-ready software to chip design teams.

Minimum Qualifications
An amazing team player most important!
Expertise in Machine Learning theory and hands-on programming is a must
Experience with advanced ML techniques (e.g., CNN, GNN, RNN, RL)
Strong analytical and communication skills
Familiarity with VLSI is a strong plus
B. Tech, M. Tech or Ph.D. in CS/ECE, with 3-10 years experience after Bachelors degree
Applicants: If you need an accommodation, during the application/hiring process, you may request an accommodation by sending email to accommodationsupport

To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Qualcomm. Staffing and recruiting agencies and individuals being represented by an agency are not authorized to use this site or to submit profiles, applications or resumes, and any such submissions will be considered unsolicited. Qualcomm does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to our jobs alias, Qualcomm employees or any other company location. Qualcomm is not responsible for any fees related to unsolicited resumes/applications.","['communication', 'cs', 'machine learning', 'testing']",5,0.5567474526328383,64.81859999999999,0.18140000000001066,0.9972092307692306,1.0,0.75,0.25,"[148, 59, 317, 69, 209]","[246, 148, 489, 111, 59]","[246, 489, 111]","[317, 69, 209]","['communication', 'cs', 'machine learning', 'testing']","['communication', 'machine learning', 'testing']",[],['cs'],1,1,1,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
50,Machine Learning,"Job Description Possesses strong analytical/logical thinking and communication skills Collaborate with the data warehousing team, ensuring that data infrastructure supports the needs of our analytics team and validating data quality Coordinate with business planners and decision makers to translate business questions into verifiable hypothesis and data models Develop clear, concise, actionable models and recommendations from mountains of data Advocate for exploration of interesting data anomalie...","Job
Description

Possesses strong analytical/logical thinking and communication skills
Collaborate with the data warehousing team, ensuring that data infrastructure supports the needs of our analytics team and validating data quality
Coordinate with business planners and decision makers to translate business questions into verifiable hypothesis and data models
Develop clear, concise, actionable models and recommendations from mountains of data
Advocate for exploration of interesting data anomalies or patterns that may provide more explanatory detail about customer behaviours or predictive value to the business
Partner closely with business and technical teams to understand their project objectives and provide data-driven solutions and recommendations
Design and develop data preparation components and processes that extract and transform data across disparate databases for reporting and analytics, ensuring integrity of analysis data by developing the requirement specifications and assisting the development and testing of data tables
Ensures solutions are scalable, repeatable, efficient and effective
Work hands-on on various analytics problems and provide thought leadership on problems that we are working on
Interact with onsite team as well as client on daily/weekly basis to gather requirements/provide updates
Be involved in the development of the company through pre-sales/operational support
Qualifications:
2-4 years of experience in applying advanced algorithms on complex and large data sets and in data insights
Highly proficient in applying Machine Learning and Deep Learning techniques on R / Python
Exposure to Power BI and Azure Databricks is an advantage
Proven ability to dig-in and understand the data and to leverage creative thinking and problem solving skills in solving open ended business problems
Fair understanding of data infrastructure, data warehouse, or data engineering
Coordinate with business planners and decision makers to translate business questions into verifiable data models and hypothesis
Work with engineers to operationalize and monitor statistical / machine learning models
Strong Story Boarding skills on MS Excel & PowerPoint
Bachelor’s in Engineering or Masters in Statistics/Economics

Skills Required

Python, ML, NLP, R, SQL

Role

Possesses strong analytical/logical thinking and communication skills
Collaborate with the data warehousing team, ensuring that data infrastructure supports the needs of our analytics team and validating data quality
Coordinate with business planners and decision makers to translate business questions into verifiable hypothesis and data models
Develop clear, concise, actionable models and recommendations from mountains of data
Advocate for exploration of interesting data anomalies or patterns that may provide more explanatory detail about customer behaviours or predictive value to the business
Partner closely with business and technical teams to understand their project objectives and provide data-driven solutions and recommendations
Design and develop data preparation components and processes that extract and transform data across disparate databases for reporting and analytics, ensuring integrity of analysis data by developing the requirement specifications and assisting the development and testing of data tables
Ensures solutions are scalable, repeatable, efficient and effective
Work hands-on on various analytics problems and provide thought leadership on problems that we are working on
Interact with onsite team as well as client on daily/weekly basis to gather requirements/provide updates
Be involved in the development of the company through pre-sales/operational support

Location

Bangalore, Karnataka, India

Education/Qualification

Bachelor’s in Engineering or Masters in Statistics/Economics

Designation

Senior Data Scientist

Apply","['data warehouse', 'deep learning', 'excel', 'power bi', 'statistics']",5,0.7117543086486116,63.825,1.1749999999999972,0.981923076923077,1.0,1.0,0.0,"[252, 22, 139, 423, 418]","[252, 148, 375, 268, 48]","[148, 375, 268, 48]","[22, 139, 423, 418]","['data warehouse', 'deep learning', 'excel', 'power bi', 'statistics']","['data warehouse', 'deep learning', 'excel', 'power bi', 'statistics']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
51,Machine Learning,"We are hiring for a leading Multinational Technology Company that specializes in enterprise infra solutions, server infrastructure, cloud based products and solutions. Candidate Knowledge, Skills and Experience MS in Computer Science or related quantitative field or Ph.D degree in Computer Science or related quantitative field 2+ years of experience and demonstrable deep technical skills in one or more of the following areas: machine learning, recommendation systems, pattern recognition, natural...","We are hiring for a leading Multinational Technology Company that specializes in enterprise infra solutions, server infrastructure, cloud based products and solutions.
Candidate Knowledge, Skills and Experience
MS in Computer Science or related quantitative field or Ph.D degree in Computer Science or related quantitative field
2+ years of experience and demonstrable deep technical skills in one or more of the following areas: machine learning, recommendation systems, pattern recognition, natural language processing or computer vision.
1+ year of experience with one or more DL frameworks such as Tensorflow or PyTorch.
Experience with scientific and machine learning libraries e.g., SciPy, SciKit-learn, numPy.
Strong software development skills, with proficiency in Python or Scala preferred
Experience building large scale data processing pipelines
Experience with Cloud computing, Hadoop/Spark, SQL
Ability to explain and present analyses and machine learning concepts to a broad technical audience
Creative, collaborative, & product focused
Desirable
Ability to work with loosely defined objectives and turning these into concrete machine learning problems
Experience training and deploying machine learning models at scale on distributed cloud environments
Experience with reinforcement learning is a plus
Salary : 15.00 Lac To 20.00 Lac
Industry : IT Software - Other
Functional Area : IT Software - Other
Role Category : Computer/IT
Employment Type : Full-Time","['computer vision', 'natural language processing', 'numpy', 'pytorch', 'scikit-learn']",5,0.765087169730883,64.63459999999998,0.3654000000000224,0.9943784615384612,1.0,1.0,0.0,"[111, 330, 59, 246, 237]","[111, 252, 330, 59, 246]",[252],[237],"['computer vision', 'natural language processing', 'numpy', 'pytorch', 'scikit-learn']","['computer vision', 'natural language processing', 'numpy', 'pytorch', 'scikit-learn']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
52,Machine Learning,"Req ID:93123 We create smart innovations to meet the mobility challenges of today and tomorrow. We design and manufacture a complete range of transportation systems, from high-speed trains to electric buses and driverless trains, as well as infrastructure, signalling and digital mobility solutions. Joining us means joining a truly global community of more than 38 900 people dedicated to solving real-world mobility challenges and achieving international projects with sustainable local impact. RES...","Req ID:93123

We create smart innovations to meet the mobility challenges of today and tomorrow. We design and manufacture a complete range of transportation systems, from high-speed trains to electric buses and driverless trains, as well as infrastructure, signalling and digital mobility solutions. Joining us means joining a truly global community of more than 38 900 people dedicated to solving real-world mobility challenges and achieving international projects with sustainable local impact.

RESPONSIBILITIES:

Design and develop data-driven analysis, models for importing of text document, requirements, structured and non-structured data.
Design models and pipeline for pre - processing of data and automatic classification based on Machine Learning /Artificial Intelligence models
Identify, analyze and interpret trends and patterns in complex data to provide answers to Operational/service questions
Present data and analysis in a clear and concise manner to allowing audience to quickly understand results and recommendations to make data-driven decisions
Work collaboratively with engineering and product development teams and cross-functional partners develop, execute, and maintain analytic

EDUCATION:

B.Tech./ B.E./M.E./M.Tech./M.S. in Computer Science, Information Technology, EE, EEE,

BEHAVIORAL COMPETENCIES:

Be Innovative and demonstrate to peers and implement in creation of code libraries, reusable codes, and model-based developments
Demonstrate excellent communication skills and able to guide, influence and convince others in a matrix organization.
Team Player.

TECHNICAL COMPETENCIES & EXPERIENCE:

Proven experience as developer in AI/ML/NLP
Experience in data mining, Text Mining, working and creating data architectures
Knowledge of Ontology is an asset
Analytical mind and business acumen
Strong mathematics skills (e.g. statistics, algebra, probability)
Experience in cloud services e.g. PaaS and SaaS, Rest API, serverless functions
Understanding of Compute Engines, VM, Containers is nice to have
Problem-solving aptitude

SOFTWARE SKILLS:

2-5 years of proven experience in developing and implementing common NLP frameworks and languages including NLTK, Spacy, Stanford NLP, BERT, TFIDF, Wordnet
Knowledge of Topic Modelling, Sentiment analysis, Summarization, Semantic analysis, Entity identification, OCR and Word Embedding Vectors and other machine learning / deep learning capabilities using unstructured text datasets.
Experience with implementation/deployment of NLP pipeline
Understanding and experience with leading supervised and unsupervised machine learning methods such as Regression, Neural Networks, Deep Learning, KNN, Naive Bayes, SVM, Decision Trees, Random Forest, Gradient Boosting, Ensemble methods, text mining,
Must have strong development experience in Python and NLP, ML packages
Experience in C#, JavaScript or Java is additional advantage
IT Skills: MS office tools (Word, Excel, PowerPoint)

LANGUAGE & SKILLS:

Proficient in English language
Good written and Verbal communication skills

An agile, inclusive and responsible culture is the foundation of our company where diverse people are offered excellent opportunities to grow, learn and advance in their careers. We are committed to encouraging our employees to reach their full potential, while valuing and respecting them as individuals.

Job Segment: Product Development, Developer, Java, Computer Science, Cloud, Research, Technology","['api', 'deep learning', 'excel', 'python', 'statistic']",5,0.768646828504207,63.53059999999999,1.4694000000000074,0.9773938461538461,1.0,1.0,0.0,"[330, 67, 246, 73, 442]","[252, 330, 67, 489, 15]","[252, 489, 15]","[246, 73, 442]","['api', 'deep learning', 'excel', 'python', 'statistic']","['api', 'deep learning', 'excel', 'python', 'statistic']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
53,Machine Learning,"Due to the current health crisis related to COVID-19 and the escalating visa/travel restrictions in place, we're currently unable to extend offers to anyone who cannot work from India due to lockdown visa/travel restrictions, or other restrictive measures until further notice. Consequently, we will be prioritizing candidates who can start in this location by set date as expected. We're keeping the situation under review and would adjust our position should the restrictive measures be removed lat...","Due to the current health crisis related to COVID-19 and the escalating visa/travel restrictions in place, we're currently unable to extend offers to anyone who cannot work from India due to lockdown visa/travel restrictions, or other restrictive measures until further notice. Consequently, we will be prioritizing candidates who can start in this location by set date as expected. We're keeping the situation under review and would adjust our position should the restrictive measures be removed later on.
Minimum qualifications:
Bachelor's degree or equivalent practical experience.
4 years of work experience in analytics/consulting.
Experience with databases and querying languages (SQL, MySQL).
Experience in querying and analyzing sets of data.

Preferred qualifications:
2 years of experience in the Ads industry, risk and fraud investigation, Internet industry, or similar.
Familiarity in one or more of the following areas: statistical analytical tools (R, SPSS, SAS) and coding (C/C++, Python, Java).
Understanding of how the Internet works economically, socially, and technically.
Demonstrated ability to identify workflow pain points, and optimize and scale processes.
Excellent communication skills, and the ability to be comfortable interacting with internal and external users.
Interest in innovation, technology and Google products.
About the job
Trust & Safety team members are tasked with identifying and taking on the biggest problems that challenge the safety and integrity of our products. They use technical know-how, excellent problem-solving skills, user insights, and proactive communication to protect users and our partners from abuse across Google products like Search, Maps, Gmail, and Google Ads. On this team, you're a big-picture thinker and strategic team-player with a passion for doing what’s right. You work globally and cross-functionally with Google engineers and product managers to identify and fight abuse and fraud cases at Google speed - with urgency. And you take pride in knowing that every day you are working hard to promote trust in Google and ensuring the highest levels of user safety.
On this team, you will focus on restricting or preventing policy violations and abuse to ensure a safe and secure Ads environment for our users. You will identify and solve complex problems, and innovate and optimize our processes and tools. You will also work with product and engineering teams to make sure that new products and features provide an excellent, safe experience for users.
At Google we work hard to earn our users’ trust every day. Trust & Safety is Google’s team of abuse fighting and user trust experts working daily to make the internet a safer place. We partner with teams across Google to deliver bold solutions in abuse areas such as malware, spam and account hijacking. A diverse team of Analysts, Policy Specialists, Engineers, and Program Managers, we work to reduce risk and fight abuse across all of Google’s products, protecting our users, advertisers, and publishers across the globe in over 40 languages.
Responsibilities
Prevent spam and abuse by identifying trends and products that aren't in line with policies in Google Ads. Perform statistical data analysis and identify patterns and trends.
Use technical knowledge to drive and implement identified automation projects, and provide an excellent experience to users by ensuring the product data provided to Google is accurate, up-to-date, and compliant with defined quality standards and policies.
Collaborate with Engineering and Product teams to create and enhance tools, develop signals, system functionality, and robust reporting framework which will enhance the experience of our users/customers.
Lead projects through the full project lifecycle and manage operations programs, working closely with Google engineers, product managers and vendor operations to develop and track project schedules and timelines.
Respond to escalations from internal and external parties within designated service levels.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.","['automation', 'c++', 'data analysis', 'mysql', 'python']",5,0.8016320562642933,58.4775,6.522500000000001,0.8996538461538461,1.0,1.0,0.0,"[83, 302, 363, 424, 428]","[83, 280, 302, 363, 246]","[280, 246]","[424, 428]","['automation', 'c++', 'data analysis', 'mysql', 'python']","['automation', 'c++', 'data analysis', 'mysql', 'python']",[],[],1,0,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
54,Network Administrator,"3+ years of work experience as a System Administrator  Experienced in: a. Windows servers - AD, DNS, Group Policy, MS SQL, .Net, FTP b. Linux - DNS, DHCP, LDAP, SSH, Apache, MySQL, FTP, Firewall, User management. c. Network - LAN, WAN, SSL VPN, NAT, L2 switching, L3 Routing, firewalls config, VLAN, WiFi AP d. Cloud - AWS and Azure, VM, RDS, Storage, DNS, Vnet, serverless, etc. e. VMware including VLAN and Enterprise Plus features  Experience with Cisco switching and routing.  Experience manag...","3+ years of work experience as a System Administrator
 Experienced in:
a. Windows servers - AD, DNS, Group Policy, MS SQL, .Net, FTP
b. Linux - DNS, DHCP, LDAP, SSH, Apache, MySQL, FTP, Firewall, User management.
c. Network - LAN, WAN, SSL VPN, NAT, L2 switching, L3 Routing, firewalls config, VLAN,
WiFi AP
d. Cloud - AWS and Azure, VM, RDS, Storage, DNS, Vnet, serverless, etc.
e. VMware including VLAN and Enterprise Plus features
 Experience with Cisco switching and routing.
 Experience managing systems in a Windows, Mac, and Linux environments a plus
 Ability to automate routine tasks or at a minimum identify opportunities for automation
efficiencies.
 Experience with ISO, SOC, and other common industry standards
 Experience with HP, Dell, Lenovo Rack Server installation and configuration.
Good to have:
 Certification and Specific experience with RHEL.
 Experience supporting Hybrid cloud ecosystems
Shift Timings: - 24*5
Expected Start Date: 2/11/2020
Job Type: Full-time
Salary: ₹500,000.00 - ₹800,000.00 per year
Schedule:
Flexible shift
Monday to Friday
Experience:
sysyem administrator: 3 years (Required)
Education:
Bachelor's (Preferred)","['.net', 'azure', 'dns', 'firewall', 'vpn']",5,0.7837066376663401,62.099999999999994,2.9000000000000057,0.9553846153846153,1.0,1.0,0.0,"[311, 78, 291, 32, 307]","[311, 379, 78, 259, 169]","[379, 259, 169]","[291, 32, 307]","['.net', 'azure', 'dns', 'firewall', 'vpn']","['.net', 'azure', 'dns', 'firewall', 'vpn']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
55,Network Administrator,"To work as network and Information security Engg. in Bina Position: Sr. Network Security Engg. Organisation: I.T. solution Pvt. Ltd. www.itsipl.com Location: Bina, Madhya Pradesh Exp- 5-6 years of experience in information security Budget: CTC- 5.5 L 7.5 L Qualifications: - B. Tech/ M. tech/MCA/MSC (Computer Science) or equivalent qualification. Job Description: Knowledge of network and security anomalies exhibited by IT network environment Must have worked on Products/components like (, Cisco I...","To work as network and Information security Engg. in Bina
Position: Sr. Network Security Engg.
Organisation: I.T. solution Pvt. Ltd. www.itsipl.com
Location: Bina, Madhya Pradesh
Exp- 5-6 years of experience in information security
Budget: CTC- 5.5 L 7.5 L
Qualifications: - B. Tech/ M. tech/MCA/MSC (Computer Science) or equivalent qualification.

Job Description:
Knowledge of network and security anomalies exhibited by IT network environment
Must have worked on Products/components like (, Cisco ISE, Firepower FTD, Data Leakage Prevention, Firewall and Database Activity Management, Mobile device management, PAM etc.)
Mandatory Cisco AAA, ASA, ISE
Knowledge of TCP/IP stack and network protocols Experience on vulnerability assessment using specialized tools Knowledge of malware analysis (static and behavioral)
Good knowledge of web servers, database servers (Windows/ SQL/ Linux/ Oracle/ Apache)
Knowledge/experience in log analysis and event correlation
Experience in event log monitoring of security devices.
Should be trained and/or certified and possess experience in the information security and other security
One or more of the following certifications is Mandatory :

CCNA (Security)
CEH
ISO27001

Kindly check if this will suits u, do revert back with Ur C.V. and Ur details like-
1. Ctc -
2. Expectation
3. Notice period




Regards,
Rajesh Kumar
Aayam consultants
New Delhi -110017
cell-9311232179 / 7011595674;
rajesh.aayam@gmail.com","['firewall', 'linux', 'network security', 'oracle', 'tcp/ip']",5,0.8034428812122638,54.8895,10.110500000000002,0.8444538461538461,1.0,1.0,0.0,"[328, 77, 367, 313, 181]","[328, 77, 131, 367, 313]",[131],[181],"['firewall', 'linux', 'network security', 'oracle', 'tcp/ip']","['firewall', 'linux', 'network security', 'oracle', 'tcp/ip']",[],[],1,0,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
56,Network Administrator,Responsibilities · Perform LAN/ WAN debugging · Perform routing configuration on all networking equipment · Perform Fortinet Firewall installations/ configurations · Perform wireless access points installations and administration · Manage performance and maintain security of LANs at an intermediate level · Assist in implementation of policies and procedures for LAN/ WAN usage throughout the organization · Upgrade and maintain routing equipment across our LAN/ WAN environment · Monitor all commun...,"Responsibilities
· Perform LAN/ WAN debugging
· Perform routing configuration on all networking equipment
· Perform Fortinet Firewall installations/ configurations
· Perform wireless access points installations and administration
· Manage performance and maintain security of LANs at an intermediate level
· Assist in implementation of policies and procedures for LAN/ WAN usage throughout the organization
· Upgrade and maintain routing equipment across our LAN/ WAN environment
· Monitor all communication equipment in support of new product / process implementations
· Documents all changes, upgrades, maintenance, procedures, etc. using the new document infrastructure
· Manage LAN/ WAN traffic analysis and monthly performance reports of all network segments
· Recommend use of new products and services to senior management
· Responsible for all remote user and router account terminations (passwords, etc.) when needed
· Diagnose and repair problems, investigate system errors, and ensure user accessibility
· Required Skills
o Strong oral and written communication skills, as well as the ability to explain highly technical concepts to a non- technical audience
o Troubleshooting and problem resolution skills
o Able to function independently and in a team environment with minimal supervision
· Qualifications
o 5+ years experience with routers and switches, implementation and support of complex LAN/ WAN environments
o 2+ years experience with firewall administration- preferably Fortinet and with Load Balancers
o Bachelor's Degree in Information Technology, Computer Science, or Engineering, or equivalent work experience
· Familiar with network security principles, tools, and best practices
· Solid understanding of routing and TCP/ IP, BGP, OSPF, VPN, MPLS, ,
· Solid understanding of switching protocols, VTP, Spanning Tree, Port Security, QoS
· Experience with network traffic analysis and protocol analyzers
· Manage desktop environments for the organisation
· Camera
· Security alarm device
Job Type: Full-time
Salary: ₹400,000.00 - ₹600,000.00 per year
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
No","['communication', 'firewall', 'network security', 'vpn']",5,0.7399888321593744,58.604000000000006,6.395999999999994,0.9016000000000001,1.0,1.0,0.0,"[63, 291, 376, 5, 279]","[63, 328, 291, 379, 259]","[328, 379, 259]","[376, 5, 279]","['communication', 'firewall', 'network security', 'vpn']","['communication', 'firewall', 'network security', 'vpn']",[],[],1,0,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
57,Network Administrator,"Maintaining firewalls, virtual private networks, web protocols, and email security. Configuring and installing security infrastructure devices. Identifying, monitoring, and defining the requirements of the overall security of the system. Investigating intrusion and hacking incidents, collecting incident responses, and carrying out forensic investigations. Maintaining switches and servers. securing system from data leak. confiquring linux servers. - > min 1 yr exp on linux - > Urgent hiring , nig...","Maintaining firewalls, virtual private networks, web protocols, and email security.
Configuring and installing security infrastructure devices.
Identifying, monitoring, and defining the requirements of the overall security of the system.
Investigating intrusion and hacking incidents, collecting incident responses, and carrying out forensic investigations.
Maintaining switches and servers.
securing system from data leak. confiquring linux servers.
- > min 1 yr exp on linux
- > Urgent hiring , night shift
Application Deadline: 14/12/2020
Expected Start Date: 17/12/2020
Job Type: Full-time
Salary: ₹25,000.00 - ₹35,000.00 per month
Schedule:
Night shift
Supplemental Pay:
Yearly bonus
Experience:
work: 2 years (Required)
total work: 2 years (Required)
Network Administration: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19","['firewall', 'linux']",5,0.7004107753046405,60.144999999999996,4.855000000000004,0.9253076923076923,1.0,1.0,0.0,"[393, 367, 0, 170, 311]","[328, 393, 367, 0, 169]","[328, 169]","[170, 311]","['firewall', 'linux']","['firewall', 'linux']",[],[],1,0,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
